Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	LIMSTON_BP	LIMSTON_DT	LIMSTON_SVM	LIMSTON_STACK	LIMSTON_RF	LIMSTON_ADA	LIMSTON_XGB	LIMSTON_GBC
3480.625	176.326004	10.051	2.79399991	84.91999817	3.673000097	213.5800017999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3480.75	174.5	10.145	2.79399991	91.50299835	3.588999987	236.46400449999996	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3480.875	170.9660034	10.062	2.799999952	90.51399994	3.496999979	268.97198490000005	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.0	166.4819946	9.664	2.809000015	74.5510025	3.431999922	309.3590088000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.125	162.5850067	8.907	2.821000099	52.85599899	3.405999899	337.0599975999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.25	160.701004	8.141	2.83100009	40.79299927	3.407000065	337.98098760000005	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.375	160.7279968	7.761	2.838999987	41.64500046	3.411000013	316.4440001999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.5	161.875	7.782	2.839999914	47.24100113	3.403000116	285.10299680000014	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.625	163.4230042	8.063	2.835999966	51.97000122	3.381000042	253.48100279999994	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.75	164.9100037	8.446	2.828000069	55.1230011	3.355000019	230.7510071	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3481.875	166.2910004	8.757	2.819000006	56.45700073	3.328999996	222.66700749999995	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.0	167.6940002	8.95	2.812000036	55.80500031	3.305000067	226.26699829999995	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.125	168.8820038	9.096	2.805000067	55.93000031	3.295000076	243.30499270000007	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.25	169.4380035	9.229	2.798000097	58.54299927	3.312999964	263.9649962999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.375	169.2019959	9.369	2.792000055	63.27199936	3.354000092	279.33499150000006	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.5	168.0740051	9.502	2.789999962	66.48999786	3.392999888	297.8420105000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.625	166.548996	9.498	2.789000034	63.50500107	3.413000107	319.2420044	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.75	165.4700012	9.326	2.789000034	57.04800034	3.414999962	342.1109923999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3482.875	165.2319946	9.113	2.790999889	54.15800095	3.417000055	387.8330078000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3483.0	165.4290009	8.828	2.790999889	55.05500031	3.441999912	459.4530028999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3483.125	165.496994	8.358	2.786999941	56.89899826	3.509000063	524.2910156	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3483.25	165.3090057	7.628	2.776000023	59.85499954	3.627000094	600.9439696999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3483.375	165.128006	6.601	2.759000063	59.09600067	3.803999901	697.9760132000004	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3483.5	165.154007	5.406	2.737999916	48.94599915	4.058000088	789.7670287999996	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3483.625	165.7129974	4.345	2.71600008	34.69100189	4.356999874	839.5269775000004	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3483.75	167.2649994	3.7	2.697999954	26.11899948	4.611000061	736.7910156000004	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3483.875	169.2369995	3.68	2.687000036	26.02000046	4.706999779	507.8890076	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3484.0	170.6410065	4.263	2.684999943	27.76499939	4.624000073	303.47500610000003	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3484.125	171.529007	5.283	2.687000036	27.31200028	4.421000004	171.96699519999999	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3484.25	171.6029968	6.509	2.693000078	25.3409996	4.171000004	96.66699982	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3484.375	170.1940002	7.613	2.698999882	23.68700028	3.937999964	61.320999150000006	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	1.0
3484.5	167.826004	8.315	2.707000017	23.4640007	3.766000032	47.26900100999999	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3484.625	165.9069977	8.626	2.719000101	22.46500015	3.671999931	40.49000168	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3484.75	165.2109985	8.796	2.730999947	20.50399971	3.624000073	36.07099915	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3484.875	166.3240051	9.012	2.736999989	19.06699944	3.585000038	32.15000153	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.0	168.9060059	9.309	2.73300004	17.47299957	3.552000046	27.379999159999997	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.125	172.1360016	9.682	2.724999905	16.27199936	3.542999983	22.32399941	5.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.25	175.2550049	10.131	2.713999987	15.58199978	3.556999922	18.472000120000004	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.375	177.4700012	10.494	2.703000069	15.97399998	3.575999975	16.430000309999997	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.5	178.2579956	10.664	2.696000099	17.04999924	3.592000008	16.027000429999998	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.625	177.5429993	10.694	2.694999933	19.19899941	3.621999979	16.993000030000005	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.75	175.9329987	10.649	2.700000048	21.65800095	3.684999943	18.9659996	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3485.875	174.3820038	10.674	2.704999924	21.43400002	3.762000084	21.267999649999997	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.0	173.7030029	10.98	2.704999924	19.24200058	3.798000097	22.37700081	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.125	173.9259949	11.382	2.698999882	17.81100082	3.767999888	21.937999730000005	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.25	174.4479981	11.419	2.690999985	17.30200005	3.700000048	21.21500015	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.375	174.1719971	10.796	2.687000036	16.36300087	3.651000023	22.36599922	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.5	172.7510071	9.659	2.686000109	16.72299957	3.65899992	27.91699982	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.625	170.352005	8.259	2.690000057	19.03800011	3.737999916	40.88000107	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.75	167.345993	6.814	2.696000099	21.38500023	3.888999939	65.28299713	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3486.875	164.4190064	5.643	2.70600009	23.62599945	4.077000141	102.15000149999996	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3487.0	162.4259949	5.041	2.717000008	26.36800003	4.197000027	142.39399720000006	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3487.125	161.8540039	5.034	2.732000113	26.95000076	4.147999764	166.30299379999994	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3487.25	162.5079956	5.41	2.749000073	23.13800049	3.944999933	177.31399540000004	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3487.375	163.2510071	5.702	2.766000032	18.40999985	3.723999977	199.89500429999995	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0
3487.5	163.0269928	5.549	2.77699995	18.44400024	3.614000082	266.8080139000001	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
3487.625	161.6519928	5.028	2.782999992	23.66500092	3.65199995	402.2950134000002	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0
3487.75	159.5269928	4.417	2.782999992	30.93199921	3.796999931	642.8629761000003	5.0	5.0	2.0	5.0	2.0	5.0	5.0	2.0	2.0
3487.875	157.477005	3.903	2.779000044	36.0909996	3.95600009	948.2069702	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3488.0	156.371994	3.571	2.775000095	36.38299942	4.038000107	1143.2330319999999	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3488.125	156.5919952	3.484	2.773999929	31.40999985	3.99000001	1097.2480470000003	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3488.25	158.022995	3.656	2.776000023	26.6420002	3.835999966	886.65802	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3488.375	160.9109955	4.121	2.778000116	28.68000031	3.651000023	617.7600098000004	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3488.5	165.3869934	4.942	2.780999899	42.23600006	3.515000105	399.8829956	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3488.625	171.0690002	6.109	2.782000065	62.84299851	3.463000059	258.0759888	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3488.75	177.2109985	7.445	2.778000116	82.68199921	3.480000019	175.9199982	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3488.875	182.973999	8.58	2.772000074	97.62999725	3.532000065	134.3410034	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3489.0	187.6170044	9.28	2.767999888	108.1869965	3.614000082	115.65699770000005	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3489.125	190.6390076	9.506	2.763999939	114.6070023	3.736000061	112.61299900000006	2.0	2.0	2.0	2.0	2.0	5.0	5.0	2.0	5.0
3489.25	191.3600006	9.166	2.759000063	115.5309982	3.904999971	124.60500340000003	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3489.375	189.177002	8.314	2.753999949	110.4560013	4.110000134	152.82000730000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3489.5	184.1320038	7.133	2.75	97.68800354	4.323999882	200.51699830000007	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3489.625	177.5449982	5.739	2.743999958	77.36399841	4.506000042	274.7569885000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3489.75	171.8040009	4.351	2.737999916	58.14599991	4.622000217	376.29599	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3489.875	168.4799957	3.295	2.73300004	49.86600113	4.668000221	479.4590149000001	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3490.0	167.2940064	2.72	2.729000092	48.85599899	4.665999889	574.3109740999998	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.125	167.1750031	2.582	2.726000071	48.68899918	4.625999928	656.1209717000002	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.25	166.6959992	2.724	2.726999998	46.64199829	4.53000021	647.1329955999998	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.375	165.7839966	2.983	2.732000113	42.40299988	4.361999989	588.4359740999997	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.5	164.7319946	3.212	2.742000103	35.66400147	4.146999836	524.7540282999998	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.625	163.5299988	3.243	2.755000114	27.72900009	3.980000019	482.77899169999984	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3490.75	162.4219971	2.968	2.76699996	22.02099991	3.950000048	470.7630004999998	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3490.875	161.4170075	2.511	2.773000002	19.90200043	4.059999943	481.6619873000002	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3491.0	160.6690064	2.22	2.77699995	19.69899941	4.195000172	495.4370116999998	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3491.125	160.4060059	2.306	2.779999971	21.52700043	4.22300005	491.85299679999986	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3491.25	160.7810059	2.806	2.786999941	24.77199936	4.076000214	468.26400760000024	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3491.375	161.5200043	3.64	2.796999931	29.01099968	3.819000006	432.92199710000017	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3491.5	162.3209992	4.615	2.809000015	34.43399811	3.571000099	386.2130126999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3491.625	163.1609955	5.446	2.819000006	41.47600174	3.411999941	360.9649963	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3491.75	164.0859985	6.054	2.822999954	49.49399948	3.339999914	363.82299809999995	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3491.875	164.8110046	6.491	2.822000027	56.43099976	3.321000099	410.4700011999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.0	165.1809998	6.659	2.815999985	57.34500122	3.332999945	502.05499269999984	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.125	165.0200043	6.443	2.803999901	50.6570015	3.371999979	623.5949707000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.25	164.449997	5.865	2.789000034	40.24499893	3.448999882	771.3759766000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.375	164.8650055	5.203	2.776000023	31.0340004	3.562999964	687.1630249000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.5	167.3399963	4.779	2.767999888	27.51600075	3.664000034	533.0369873	5.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3492.625	170.9440002	4.751	2.765000105	32.38299942	3.719000101	437.14999390000014	2.0	2.0	2.0	2.0	2.0	5.0	5.0	2.0	2.0
3492.75	173.3209992	5.006	2.76699996	41.72900009	3.75699997	395.3710021999999	2.0	2.0	2.0	2.0	2.0	5.0	5.0	2.0	5.0
3492.875	173.0700073	5.249	2.773000002	50.30899811	3.802000046	402.03399660000014	5.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3493.0	169.8650055	5.355	2.785000086	53.73300171	3.812000036	477.86801149999997	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.125	165.7089996	5.372	2.799000025	50.41699982	3.743999958	614.9050293	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.25	162.7910004	5.263	2.812999964	43.15399933	3.618999958	670.7890015000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.375	162.0180054	5.07	2.822000027	34.87099838	3.493999958	614.4890137000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.5	163.0299988	5.031	2.825000048	28.93099976	3.417999983	504.49301149999985	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.625	165.576004	5.347	2.822000027	27.70700073	3.407999992	373.8049927000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.75	169.8710022	6.014	2.815000057	34.22700119	3.46600008	261.8099976000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3493.875	175.4349976	6.875	2.803999901	51.29899979	3.578999996	183.9810028	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3494.0	181.9120026	7.749	2.786000013	75.88999939	3.719000101	139.61199950000005	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3494.125	187.6779938	8.409	2.766000032	94.38400269	3.819000006	129.91200259999997	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3494.25	189.4989929	8.633	2.75	97.20999908	3.816999912	144.94500729999996	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3494.375	186.3690033	8.205	2.746999979	88.63600159	3.70600009	178.0839996	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3494.5	179.2859955	7.263	2.759000063	72.91899872	3.558000088	234.3710022	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3494.625	171.6719971	6.369	2.779999971	52.28499985	3.467000008	304.3259888000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3494.75	168.3079987	5.902	2.799000025	38.00099945	3.473999977	336.22000119999996	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3494.875	168.8190002	5.927	2.805999994	39.02399826	3.536000013	331.67800899999986	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.0	170.1860046	6.37	2.801000118	49.66400147	3.585999966	319.2650147000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.125	170.1519928	6.877	2.79399991	57.8409996	3.585000038	317.25698850000015	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.25	167.4459992	7.065	2.789999962	58.86399841	3.539999962	339.1960144	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.375	163.1239929	6.946	2.79399991	54.18299866	3.47300005	380.38101200000017	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.5	159.2290039	6.714	2.799999952	47.46300125	3.395999908	420.1619873	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.625	156.2649994	6.511	2.802000046	41.67300034	3.319000006	434.31600950000006	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.75	154.7100067	6.552	2.792999983	35.59899902	3.250999928	393.1350097999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3495.875	155.5110016	7.205	2.763999939	30.17399979	3.203999996	291.5199890000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3496.0	159.3880005	8.733	2.707000017	32.18600082	3.174000025	181.8780059999999	2.0	5.0	2.0	5.0	2.0	2.0	5.0	2.0	2.0
3496.125	166.654007	11.069	2.617000103	48.47200012	3.148999929	105.43699649999999	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3496.25	176.0970001	13.438	2.509999991	76.97699738	3.127000094	65.77999878	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3496.375	188.1349945	15.024	2.41899991	105.1289978	3.134999991	50.48799895999999	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3496.5	203.2910004	15.507	2.385999918	120.6660004	3.230000019	49.66400146999999	2.0	2.0	2.0	2.0	2.0	5.0	5.0	2.0	2.0
3496.625	214.7940064	14.666	2.41899991	119.0550003	3.430000067	57.48899840999999	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3496.75	220.0930023	13.048	2.484999895	106.1839981	3.664999962	72.62000275	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3496.875	216.2870026	11.842	2.545000076	94.28900147	3.825999975	93.66500092000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.0	205.6439972	11.329	2.589999914	91.95700073	3.897000074	128.06599430000006	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.125	193.0599976	10.945	2.631000042	94.65599823	3.963999987	217.03700260000008	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.25	177.1490021	10.1	2.670000076	93.85199738	4.122000217	387.45098880000006	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.375	166.4539948	8.679	2.703000069	83.42900085	4.366000176	670.6149901999996	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.5	160.8139954	6.901	2.724999905	64.72699738	4.625	1096.4310300000004	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3497.625	157.9790039	5.217	2.73300004	46.55500031	4.822000027	1434.360962	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3497.75	158.3650055	4.034	2.732000113	35.4090004	4.913000107	1286.1490480000002	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3497.875	161.0050049	3.57	2.730999947	32.25999832	4.887000084	897.3400268999997	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3498.0	164.8190002	3.881	2.734999895	35.73300171	4.741000176	586.7130126999998	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
3498.125	168.5130005	4.742	2.744999886	44.84299851	4.505000114	387.05599979999994	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3498.25	172.1569977	5.839	2.757999897	58.42200089	4.230999947	309.6199951000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3498.375	174.1710053	6.868	2.772000074	68.98300171	3.976999998	323.9739990000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3498.5	173.0700073	7.516	2.782000065	70.85600281	3.765000105	393.46398930000015	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3498.625	169.0010071	7.556	2.789000034	63.64300156	3.592000008	506.3269958999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3498.75	163.6369934	7.151	2.795000076	51.92699814	3.461999893	621.9819946	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3498.875	159.2449951	6.689	2.801000118	44.18199921	3.387000084	679.3839722000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.0	157.302002	6.409	2.805000067	43.4109993	3.35800004	676.9669799999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.125	157.3540039	6.279	2.808000088	42.12599945	3.351000071	647.5939941	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.25	158.9490051	6.251	2.808000088	37.07400131	3.357000113	584.8880004999997	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.375	162.3309937	6.345	2.806999922	33.38399887	3.381000042	480.6119995	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.5	167.3150024	6.55	2.803999901	34.90399933	3.427000046	365.56399539999995	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.625	173.0639954	6.954	2.801000118	39.83300018	3.480999947	272.04098510000006	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.75	177.6699982	7.642	2.796999931	50.84799957	3.522000074	214.9429932000001	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3499.875	179.6880035	8.449	2.792999983	71.0	3.542999983	188.08000180000008	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.0	178.4089966	9.131	2.789999962	96.08999634	3.553999901	184.5249939	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.125	174.0299988	9.329	2.789999962	112.0370026	3.552999973	203.83000180000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.25	168.6289978	8.814	2.792999983	107.2320023	3.526000023	239.00999449999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.375	164.2389984	7.868	2.798000097	84.26399994	3.48300004	277.8819884999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.5	161.4530029	7.019	2.802999973	60.86100006	3.45600009	310.8429871	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.625	159.8220062	6.502	2.805999994	48.50500107	3.463000059	336.4599914999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.75	159.1119995	6.26	2.809000015	45.95299912	3.486999989	354.70199590000004	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3500.875	159.3179932	6.118	2.812000036	44.26599884	3.509999991	358.4410095	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3501.0	160.5890045	5.944	2.816999912	40.57699966	3.532000065	348.31298830000003	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3501.125	163.1100006	5.691	2.818000078	41.50600052	3.58100009	341.8049927000002	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3501.25	165.9060059	5.395	2.812000036	51.89199829	3.684000015	361.74700930000006	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3501.375	167.7669983	5.054	2.799000025	64.5	3.844000101	428.86499019999985	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3501.5	167.5919952	4.491	2.782999992	63.47999954	4.019999981	564.8850098000001	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3501.625	165.6710053	3.619	2.766000032	50.26800156	4.142000198	815.2080077999997	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3501.75	163.1390076	2.693	2.752000094	35.51100159	4.172999859	1155.125977	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3501.875	160.7960053	2.106	2.743999958	27.00799942	4.145999908	1313.1020509999998	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0
3502.0	158.4589996	1.974	2.743999958	23.7840004	4.097000122	1254.8299559999998	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3502.125	156.3399963	2.234	2.753000021	23.26099968	3.999000073	1120.1689449999997	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3502.25	154.7299957	2.783	2.770999908	24.0	3.829999924	951.2360229999997	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0
3502.375	153.727005	3.497	2.790999889	25.98999977	3.632999897	770.5070189999999	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3502.5	154.470993	4.209	2.805999994	28.79400063	3.49000001	621.4959717	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3502.625	156.5130005	4.794	2.812000036	31.9640007	3.443000078	521.1669921999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3502.75	158.5930023	5.333	2.811000109	37.79299927	3.470000029	454.1820068	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3502.875	160.7220001	5.848	2.808000088	44.91899872	3.525000095	402.1289977999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3503.0	162.8769989	6.11	2.802999973	46.70600128	3.566999912	352.55300900000015	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
3503.125	164.2590027	6.104	2.796999931	43.56499863	3.585000038	320.4309997999998	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
