DEPTH	AC	CNL	DEN	GR	PE	RLLD	Litho_Pre	RES_ZY
3455	163.2039948	8.669	2.78399992	56.1269989	3.467999935	139.1150055	5	5
3455.125	171.5610046	9.681	2.753999949	62.97600174	3.390000105	115.5059967	5	5
3455.25	182.25	10.908	2.717999935	79.1190033	3.322000027	107.574997	2	2
3455.375	190.7660065	12.023	2.694000006	98.85900116	3.28399992	115.9329987	2	2
3455.5	194.9230042	12.586	2.693000078	110.5279999	3.286000013	133.576004	2	2
3455.625	194.0540009	12.385	2.710000038	105.4580002	3.335000038	153.0500031	5	5
3455.75	186.8390045	11.253	2.734999895	82.71900177	3.421999931	172.0279999	5	5
3455.875	176.2779999	9.536	2.75699997	55.01800156	3.519000053	192.3880005	5	5
3456	166.5789948	7.983	2.776000023	40.90000153	3.59800005	216.5930023	5	5
3456.125	160.1790009	7.03	2.79399991	30.85499954	3.638999939	239.3809967	5	5
3456.25	156.7339935	6.521	2.809000015	23.73900032	3.634000063	252.6300049	4	4
3456.375	155.4940033	6.157	2.816999912	18.89100075	3.585000038	259.3890076	4	4
3456.5	155.1300049	5.844	2.819000006	15.98400021	3.503999949	264.6650085	4	4
3456.625	155	5.576	2.819999933	15.5	3.411000013	266.2130127	4	4
3456.75	154.8040009	5.272	2.821000099	16.28800011	3.326999903	264.8479919	4	4
3456.875	154.4640045	4.949	2.822999954	17	3.273000002	264.5570068	4	4
3457	154.2940064	4.703	2.825999975	17.64699936	3.253000021	267.5090027	4	4
3457.125	154.4459992	4.573	2.829999924	17.28899956	3.259999991	273.3970032	4	4
3457.25	154.7290039	4.534	2.832000017	16.20100021	3.28399992	279.8190002	4	4
3457.375	155.1609955	4.55	2.834000111	16.44199944	3.319999933	286.4769898	4	4
3457.5	155.701004	4.578	2.835000038	17.64500046	3.361000061	291.5669861	4	4
3457.625	156.4490051	4.592	2.836999893	17.35400009	3.397000074	295.6749878	4	4
3457.75	157.4089966	4.605	2.835999966	15.83199978	3.417000055	301.6499939	4	4
3457.875	158.2440033	4.644	2.835000038	15.02099991	3.40899992	309.0889893	4	4
3458	158.8849945	4.733	2.835999966	15.70699978	3.367000103	313.6499939	4	4
3458.125	160.0149994	4.923	2.836999893	18.05900002	3.303999901	304.1380005	4	4
3458.25	162.6779938	5.344	2.835999966	22.06800079	3.24000001	275.723999	4	4
3458.375	166.3589935	6.043	2.829999924	28.04599953	3.191999912	241.6100006	5	5
3458.5	169.8509979	6.939	2.822999954	41.0359993	3.167999983	217.9479981	5	5
3458.625	172.352005	7.829	2.818000078	62.54999924	3.174000025	212.173996	5	5
3458.75	172.927002	8.349	2.815000057	80.66899872	3.209000111	223.1320038	5	5
3458.875	170.9790039	8.085	2.815000057	79.78299713	3.25699997	253.9400024	5	5
3459	167.5820007	7.229	2.815000057	64.80699921	3.296999931	310.1289978	5	5
3459.125	164.2740021	6.321	2.812999964	50.09600067	3.319000006	382.3670044	5	5
3459.25	161.4669952	5.714	2.812999964	42.39799881	3.315999985	444.7189941	5	5
3459.375	159.3029938	5.297	2.815999985	37.95199966	3.298000097	498.7929993	5	5
3459.5	157.6080017	4.84	2.822000027	32.35800171	3.285000086	553.5189819	5	5
3459.625	156.3480072	4.441	2.826999903	27.43499947	3.298000097	586.6099854	5	5
3459.75	155.9559937	4.297	2.829999924	26.18199921	3.335000038	569.2459717	4	4
3459.875	156.5440064	4.457	2.829999924	28.29299927	3.378999949	507.1010132	5	5
3460	158.401001	4.843	2.828999996	32.54399872	3.407999992	423.9179993	5	5
3460.125	161.1560059	5.354	2.828999996	40.5320015	3.415999889	351.5289917	5	5
3460.25	163.4660034	5.885	2.83100009	51.59600067	3.417999983	305.144989	5	5
3460.375	164.121994	6.386	2.834000111	59.54700089	3.430999994	270.9339905	5	5
3460.5	163.6699982	6.761	2.835999966	59.38700104	3.460999966	237.2059937	5	5
3460.625	163.2519989	6.905	2.834000111	54.625	3.505000114	208.6649933	5	5
3460.75	163.8370056	7.005	2.826999903	55.56100082	3.552000046	186.5330048	5	5
3460.875	166.6419983	7.263	2.815999985	62.9090004	3.599999905	172.8679962	5	5
3461	170.9579926	7.554	2.805000067	70.01300049	3.651000023	172.6569977	5	5
3461.125	174.0740051	7.626	2.795000076	73.23300171	3.71600008	183.1970062	5	5
3461.25	175.4880066	7.408	2.788000107	69.42900085	3.802000046	200.154007	5	5
3461.375	176.1139984	7.146	2.782999992	61.38000107	3.890000105	222.0399933	2	2
3461.5	176.1060028	7.199	2.778000116	62.93600082	3.950000048	234.9989929	2	2
3461.625	176.1660004	7.642	2.773000002	74.95200348	3.954999924	227.5650024	2	2
3461.75	176.7570038	8.195	2.770999908	80.97000122	3.884000063	213.8139954	2	2
3461.875	176.720993	8.647	2.772000074	77.51100159	3.762000084	205.0130005	5	5
3462	175.6889954	8.945	2.776000023	76.19200134	3.642999888	200.9470062	5	5
3462.125	174.6190033	8.977	2.782000065	82.31199646	3.573999882	204.503006	5	5
3462.25	172.9720001	8.678	2.788000107	84.57299805	3.559000015	217.3079987	5	5
3462.375	170.1190033	8.173	2.792999983	77.25800324	3.575000048	231.5399933	5	5
3462.5	168.2030029	7.675	2.795000076	69.10199738	3.596999884	238.970993	5	5
3462.625	168.4230042	7.252	2.79399991	64.21099854	3.625	243.2709961	5	5
3462.75	170.076004	6.879	2.789000034	62.68099976	3.701999903	255.2720032	5	5
3462.875	172.1289978	6.511	2.780999899	66.54399872	3.859999895	282.2900085	2	2
3463	173.5460053	6.08	2.769999981	70.65200043	4.090000153	331.0299988	2	2
3463.125	173.3339996	5.579	2.753999949	66.45999908	4.336999893	412.1199951	2	2
3463.25	171.6399994	5.053	2.736999989	57.70199966	4.53399992	506.54599	2	2
3463.375	170.0679932	4.613	2.721999884	50.72200012	4.635000229	577.7230225	2	2
3463.5	169.9830017	4.412	2.711999893	48.11199951	4.629000187	613.3909912	2	2
3463.625	170.6040039	4.451	2.707000017	49.02099991	4.547999859	615.8229981	2	2
3463.75	170.5310059	4.673	2.70600009	51.11399841	4.434000015	568.8079834	2	2
3463.875	170.3630066	5.122	2.709000111	50.8390007	4.324999809	461.9909973	2	2
3464	171.5350037	5.824	2.714999914	48.70899963	4.243999958	340.4159851	2	2
3464.125	175.7489929	6.717	2.720999956	51.26399994	4.197999954	244.8789978	2	2
3464.25	181.9869995	7.727	2.726999998	67.1969986	4.170000076	184.352005	2	2
3464.375	188.1519928	8.773	2.734999895	94.78500366	4.133999825	150.2550049	2	2
3464.5	192.897995	9.576	2.740999937	114.8809967	4.05700016	132.2140045	2	2
3464.625	195.0910034	9.819	2.733999968	110.3550034	3.921999931	121.7730026	2	2
3464.75	194.2070007	9.605	2.704999924	89.67299652	3.744999886	119.3990021	2	2
3464.875	193.1560059	9.413	2.671000004	76.12999725	3.576999903	138.0679932	2	2
3465	191.0429993	9.325	2.660000086	77.4940033	3.453999996	181.5839996	2	2
3465.125	185.2859955	8.766	2.687000036	77.7539978	3.378000021	251.6940002	2	2
3465.25	173.8860016	7.456	2.737999916	61.68500137	3.335000038	380.6409912	5	5
3465.375	163.3609924	6.014	2.788000107	38.34199905	3.315000057	558.5189819	5	5
3465.5	157.2359924	5.027	2.822000027	22.15299988	3.312999964	619.2969971	4	4
3465.625	155.7649994	4.692	2.835999966	17.40399933	3.325000048	517.4650269	4	4
3465.75	158.0690002	5.002	2.836999893	20.43799973	3.335999966	381.6019898	4	4
3465.875	162.970993	5.888	2.83100009	31.45700073	3.336999893	280.7049866	5	5
3466	168.7890015	7.186	2.825999975	52.86899948	3.33100009	218.8549957	5	5
3466.125	173.6049957	8.507	2.821000099	79.74900055	3.322999954	195.3730011	5	5
3466.25	175.2259979	9.296	2.816999912	97.60900116	3.318000078	200.2460022	5	5
3466.375	173.3910065	9.264	2.811000109	94.37200165	3.312999964	216.7230072	5	5
3466.5	169.3529968	8.653	2.805999994	75.55799866	3.302999973	230.6029968	5	5
3466.625	165.2039948	8.071	2.802000046	52.81800079	3.295000076	232.9920044	5	5
3466.75	163.9320068	7.862	2.796000004	39.16899872	3.292999983	224.701004	5	5
3466.875	166.7769928	8.046	2.789000034	41.5870018	3.295000076	215.5019989	5	5
3467	171.2619934	8.567	2.782999992	55.58399963	3.29399991	213.0269928	5	5
3467.125	173.5690002	9	2.78399992	65.51699829	3.289000034	219.7669983	5	5
3467.25	171.7339935	8.951	2.792999983	62.56499863	3.28399992	230.875	5	5
3467.375	168.2070007	8.609	2.808000088	51.83300018	3.289999962	231.3899994	5	5
3467.5	166.3029938	8.271	2.822999954	45.68099976	3.309000015	220.7599945	5	5
3467.625	166.1369934	8.14	2.832000017	50.25899887	3.335000038	206.8329926	5	5
3467.75	166.7050018	8.314	2.834000111	60.9280014	3.35800004	196.1820068	5	5
3467.875	166.5310059	8.583	2.832000017	67.73699951	3.368000031	193.5839996	5	5
3468	164.8419952	8.605	2.829999924	68.4509964	3.361000061	200.5919952	5	5
3468.125	163.0879974	8.361	2.826999903	63.42399979	3.348999977	211.4929962	5	5
3468.25	163.6710053	8.222	2.821000099	55.93600082	3.352999926	214.9470062	5	5
3468.375	167.4929962	8.593	2.805999994	52.48799896	3.381000042	199.8840027	5	5
3468.5	176.776001	9.407	2.779000044	53.87400055	3.424000025	173.7980042	5	5
3468.625	190.3600006	10.329	2.743000031	60.44599915	3.464999914	155.8079987	5	5
3468.75	195.6069946	11.102	2.714999914	73.24099731	3.493999958	150.9909973	2	2
3468.875	194.6490021	11.406	2.707999945	85.47299957	3.509000063	154.6230011	2	2
3469	188.1699982	11.057	2.724999905	87.16799927	3.522000074	167.1390076	2	2
3469.125	180.0529938	10.349	2.753000021	78.76100159	3.555000067	184.2660065	5	5
3469.25	175.0379944	9.862	2.770999908	73.16799927	3.615999937	186.973999	5	5
3469.375	174.8379974	9.871	2.775000095	77.01799774	3.687000036	177.5449982	5	5
3469.5	177.1660004	10.11	2.772000074	89.05899811	3.743999958	174.6190033	5	5
3469.625	178.8309937	10.161	2.769999981	100.5009995	3.789000034	185.5859985	2	2
3469.75	177.4550018	9.622	2.775000095	98.68000031	3.83100009	214.3840027	2	2
3469.875	173.074997	8.389	2.786000013	80.68199921	3.867000103	265.651001	5	5
3470	168.0160065	6.917	2.798000097	58.68600082	3.898999929	336.0249939	5	5
3470.125	164.8009949	5.742	2.805999994	44.68799973	3.946000099	402.2070007	5	5
3470.25	164.227005	5.002	2.805999994	41.52000046	4.032999992	445.2550049	2	2
3470.375	165.8059998	4.656	2.799000025	44.56299973	4.175000191	472.5979919	2	2
3470.5	167.8760071	4.593	2.786999941	49.57600021	4.359000206	505.4309998	2	2
3470.625	169.2579956	4.593	2.776000023	54.88499832	4.519000053	569.1699829	2	2
3470.75	169.4190064	4.561	2.770999908	55.95399857	4.568999767	676.3049927	2	2
3470.875	168.1600037	4.509	2.773999929	49.36800003	4.456999779	810.1660156	2	2
3471	165.727005	4.428	2.779999971	38.20299912	4.243000031	926.4910278	2	2
3471.125	163.2579956	4.306	2.786000013	28.97699928	4.039000034	966.6149902	2	2
3471.25	161.6750031	4.236	2.790999889	27.75499916	3.907000065	898.4290161	5	5
3471.375	161.5269928	4.342	2.798000097	31.39100075	3.825999975	732.5689697	5	5
3471.5	163.1660004	4.616	2.809000015	38.10100174	3.755000114	548.5239868	5	5
3471.625	165.7129974	4.994	2.819999933	51.70299912	3.683000088	413.473999	5	5
3471.75	167.9369965	5.436	2.825999975	67.20200348	3.615999937	337.1979981	5	5
3471.875	168.8280029	5.772	2.822999954	74.6989975	3.559999943	314.7890015	5	5
3472	167.6380005	5.704	2.815999985	70.54399872	3.51699996	336.0020142	5	5
3472.125	164.8860016	5.172	2.809999943	57.34799957	3.487999916	382.0750122	5	5
3472.25	162.3589935	4.569	2.808000088	42.08300018	3.480000019	427.1019898	5	5
3472.375	161.4989929	4.323	2.808000088	34.60400009	3.5	433.0480042	5	5
3472.5	162.7299957	4.509	2.808000088	39.56100082	3.549999952	392.2929993	5	5
3472.625	165.5350037	5.061	2.805000067	55.24499893	3.631000042	338.8670044	5	5
3472.75	168.3769989	5.921	2.799000025	74.39499664	3.723999977	293.8880005	5	5
3472.875	170.4309998	6.957	2.792999983	89.15599823	3.792999983	261.6539917	5	5
3473	171.923996	7.743	2.789999962	93.85900116	3.812000036	249.4459992	5	5
3473.125	172.4850006	7.916	2.792000055	89.68900299	3.799999952	264.7219849	5	5
3473.25	171.7830048	7.504	2.796999931	81.40799713	3.788000107	306.973999	5	5
3473.375	169.9949951	6.688	2.802000046	72.65599823	3.773000002	360.4750061	5	5
3473.5	167.3829956	5.678	2.806999922	62.62200165	3.74000001	418.5629883	5	5
3473.625	164.6069946	4.83	2.811000109	51.125	3.701999903	489.375	5	5
3473.75	162.5650024	4.4	2.812999964	47.17900085	3.694000006	549.3150024	5	5
3473.875	161.345993	4.247	2.811000109	50.31100082	3.719000101	573.242981	5	5
3474	160.3860016	4.047	2.809999943	49.74399948	3.730000019	590.0490112	5	5
3474.125	159.3829956	3.759	2.812999964	41.81700134	3.686000109	607.9140015	5	5
3474.25	158.8179932	3.599	2.822000027	33.67699814	3.588000059	588.5830078	5	5
3474.375	159.3739929	3.721	2.834000111	32.31800079	3.461999893	534.7930298	5	5
3474.5	160.9369965	4.063	2.842999935	36.38100052	3.339999914	490.1440125	5	5
3474.625	162.6100006	4.544	2.846999884	44.42100143	3.253999949	467.1430054	5	5
3474.75	163.1499939	5.041	2.846999884	53.16400147	3.232000113	455.9599915	5	5
3474.875	162.2610016	5.331	2.846999884	53.86299896	3.265000105	443.3599854	5	5
3475	160.6820068	5.297	2.848999977	44.10100174	3.321000099	406.7489929	5	5
3475.125	160.1900024	5.284	2.851000071	33.28900147	3.378999949	337.0559998	5	5
3475.25	162.4349976	5.745	2.852999926	32.56499863	3.430000067	262.3299866	5	5
3475.375	167.9320068	6.825	2.849999905	47.81800079	3.471999884	202.6809998	5	5
3475.5	175.0590057	8.243	2.844000101	73.35199738	3.5	164.6959992	5	5
3475.625	181.0559998	9.515	2.835000038	95.64199829	3.513999939	147.1459961	5	5
3475.75	183.9340057	10.192	2.826999903	108.3209992	3.52699995	146.9519959	5	5
3475.875	183.3029938	10.14	2.819999933	109.7630005	3.549999952	159.1309967	5	5
3476	180.503006	9.596	2.812999964	98.26000214	3.575999975	178.2129974	5	5
3476.125	177.2319946	8.899	2.808000088	77.46900177	3.584000111	201.0939941	5	5
3476.25	175.1340027	8.32	2.806999922	63.79100037	3.569999933	226.8639984	5	5
3476.375	174.3110046	7.997	2.806999922	67.1190033	3.542999983	257.2739868	5	5
3476.5	173.5859985	7.832	2.805999994	80.57800293	3.509000063	298.7489929	5	5
3476.625	171.7709961	7.483	2.805999994	87.51599884	3.460000038	353.9070129	5	5
3476.75	168.5209961	6.737	2.808000088	78.10600281	3.397000074	411.5759888	5	5
3476.875	164.6750031	5.891	2.812000036	59.20299912	3.345999956	447.1870117	5	5
3477	161.6490021	5.341	2.818000078	43.72200012	3.326999903	458.0830078	5	5
3477.125	160.0140076	5.141	2.823999882	37.60400009	3.33100009	453.1369934	5	5
3477.25	159.2369995	5.117	2.828000069	37.88800049	3.334000111	438.6419983	5	5
3477.375	158.8099976	5.059	2.83100009	39.51200104	3.329999924	424.2380066	5	5
3477.5	158.5910034	4.858	2.835000038	38.69900131	3.328000069	413.9119873	5	5
3477.625	158.6399994	4.726	2.839999914	35.55799866	3.332000017	394.1480103	5	5
3477.75	159.4629974	4.923	2.845000029	32.88999939	3.342999935	357.9020081	5	5
3477.875	161.477005	5.487	2.84800005	35.07699966	3.362999916	311.5700073	5	5
3478	164.3309937	6.265	2.845000029	44.6969986	3.38199997	271.6350098	5	5
3478.125	167.3170013	7.068	2.838000059	57.23099899	3.394000053	242.5500031	5	5
3478.25	170.2180023	7.723	2.83100009	66.38899994	3.417000055	223.4230042	5	5
3478.375	172.348999	8.072	2.826999903	73.40799713	3.46600008	221.1069946	5	5
3478.5	172.7550049	8.092	2.826999903	82.0719986	3.536999941	242.3670044	5	5
3478.625	170.9960022	7.956	2.828000069	86.14299774	3.601999998	285.2179871	5	5
3478.75	167.4329987	7.676	2.828999996	78.54399872	3.632999897	345.5750122	5	5
3478.875	162.9629974	7.052	2.826999903	61.75799942	3.611000061	423.6170044	5	5
3479	159.220993	6.233	2.822999954	43.93399811	3.552999973	490.9790039	5	5
3479.125	157.4290009	5.671	2.816999912	32.25299835	3.500999928	500.1350098	5	5
3479.25	157.9609985	5.632	2.811000109	29.03800011	3.483999968	455.4930115	5	5
3479.375	159.7559967	6.076	2.805999994	34.57300186	3.486999989	388.2099915	5	5
3479.5	162.0429993	6.81	2.801000118	45.1230011	3.486000061	323.2099915	5	5
3479.625	164.5359955	7.602	2.799000025	55.51699829	3.474999905	271.0610046	5	5
3479.75	166.8370056	8.261	2.801000118	61.8199997	3.461999893	236.3430023	5	5
3479.875	168.904007	8.749	2.806999922	65.89800263	3.460999966	216.3419952	5	5
3480	170.9429932	9.183	2.815000057	69.9509964	3.489000082	201.621994	5	5
3480.125	172.6430054	9.578	2.819999933	75.17700195	3.549000025	193.6790009	5	5
3480.25	173.9530029	9.837	2.818000078	79.83899689	3.625999928	193.6300049	5	5
3480.375	175.2510071	9.925	2.809000015	80.87999725	3.688999891	194.3829956	5	5
3480.5	176.3170013	9.948	2.799000025	80.93900299	3.710000038	198.9940033	5	5
3480.625	176.326004	10.051	2.79399991	84.91999817	3.673000097	213.5800018	5	5
3480.75	174.5	10.145	2.79399991	91.50299835	3.588999987	236.4640045	5	5
3480.875	170.9660034	10.062	2.799999952	90.51399994	3.496999979	268.9719849	5	5
3481	166.4819946	9.664	2.809000015	74.5510025	3.431999922	309.3590088	5	5
3481.125	162.5850067	8.907	2.821000099	52.85599899	3.405999899	337.0599976	5	5
3481.25	160.701004	8.141	2.83100009	40.79299927	3.407000065	337.9809876	5	5
3481.375	160.7279968	7.761	2.838999987	41.64500046	3.411000013	316.4440002	5	5
3481.5	161.875	7.782	2.839999914	47.24100113	3.403000116	285.1029968	5	5
3481.625	163.4230042	8.063	2.835999966	51.97000122	3.381000042	253.4810028	5	5
3481.75	164.9100037	8.446	2.828000069	55.1230011	3.355000019	230.7510071	5	5
3481.875	166.2910004	8.757	2.819000006	56.45700073	3.328999996	222.6670075	5	5
3482	167.6940002	8.95	2.812000036	55.80500031	3.305000067	226.2669983	5	5
3482.125	168.8820038	9.096	2.805000067	55.93000031	3.295000076	243.3049927	5	5
3482.25	169.4380035	9.229	2.798000097	58.54299927	3.312999964	263.9649963	5	5
3482.375	169.2019959	9.369	2.792000055	63.27199936	3.354000092	279.3349915	5	5
3482.5	168.0740051	9.502	2.789999962	66.48999786	3.392999888	297.8420105	5	5
3482.625	166.548996	9.498	2.789000034	63.50500107	3.413000107	319.2420044	5	5
3482.75	165.4700012	9.326	2.789000034	57.04800034	3.414999962	342.1109924	5	5
3482.875	165.2319946	9.113	2.790999889	54.15800095	3.417000055	387.8330078	5	5
3483	165.4290009	8.828	2.790999889	55.05500031	3.441999912	459.4530029	5	5
3483.125	165.496994	8.358	2.786999941	56.89899826	3.509000063	524.2910156	5	5
3483.25	165.3090057	7.628	2.776000023	59.85499954	3.627000094	600.9439697	5	5
3483.375	165.128006	6.601	2.759000063	59.09600067	3.803999901	697.9760132	2	2
3483.5	165.154007	5.406	2.737999916	48.94599915	4.058000088	789.7670288	2	2
3483.625	165.7129974	4.345	2.71600008	34.69100189	4.356999874	839.5269775	2	2
3483.75	167.2649994	3.7	2.697999954	26.11899948	4.611000061	736.7910156	2	2
3483.875	169.2369995	3.68	2.687000036	26.02000046	4.706999779	507.8890076	2	2
3484	170.6410065	4.263	2.684999943	27.76499939	4.624000073	303.4750061	2	2
3484.125	171.529007	5.283	2.687000036	27.31200028	4.421000004	171.9669952	2	2
3484.25	171.6029968	6.509	2.693000078	25.3409996	4.171000004	96.66699982	2	2
3484.375	170.1940002	7.613	2.698999882	23.68700028	3.937999964	61.32099915	1	1
3484.5	167.826004	8.315	2.707000017	23.4640007	3.766000032	47.26900101	1	1
3484.625	165.9069977	8.626	2.719000101	22.46500015	3.671999931	40.49000168	1	1
3484.75	165.2109985	8.796	2.730999947	20.50399971	3.624000073	36.07099915	1	1
3484.875	166.3240051	9.012	2.736999989	19.06699944	3.585000038	32.15000153	1	1
3485	168.9060059	9.309	2.73300004	17.47299957	3.552000046	27.37999916	1	1
3485.125	172.1360016	9.682	2.724999905	16.27199936	3.542999983	22.32399941	5	5
3485.25	175.2550049	10.131	2.713999987	15.58199978	3.556999922	18.47200012	1	1
3485.375	177.4700012	10.494	2.703000069	15.97399998	3.575999975	16.43000031	1	1
3485.5	178.2579956	10.664	2.696000099	17.04999924	3.592000008	16.02700043	1	1
3485.625	177.5429993	10.694	2.694999933	19.19899941	3.621999979	16.99300003	1	1
3485.75	175.9329987	10.649	2.700000048	21.65800095	3.684999943	18.9659996	1	1
3485.875	174.3820038	10.674	2.704999924	21.43400002	3.762000084	21.26799965	1	1
3486	173.7030029	10.98	2.704999924	19.24200058	3.798000097	22.37700081	1	1
3486.125	173.9259949	11.382	2.698999882	17.81100082	3.767999888	21.93799973	1	1
3486.25	174.4479981	11.419	2.690999985	17.30200005	3.700000048	21.21500015	1	1
3486.375	174.1719971	10.796	2.687000036	16.36300087	3.651000023	22.36599922	1	1
3486.5	172.7510071	9.659	2.686000109	16.72299957	3.65899992	27.91699982	1	1
3486.625	170.352005	8.259	2.690000057	19.03800011	3.737999916	40.88000107	1	1
3486.75	167.345993	6.814	2.696000099	21.38500023	3.888999939	65.28299713	1	1
3486.875	164.4190064	5.643	2.70600009	23.62599945	4.077000141	102.1500015	1	1
3487	162.4259949	5.041	2.717000008	26.36800003	4.197000027	142.3939972	2	2
3487.125	161.8540039	5.034	2.732000113	26.95000076	4.147999764	166.3029938	2	2
3487.25	162.5079956	5.41	2.749000073	23.13800049	3.944999933	177.3139954	1	1
3487.375	163.2510071	5.702	2.766000032	18.40999985	3.723999977	199.8950043	1	1
3487.5	163.0269928	5.549	2.77699995	18.44400024	3.614000082	266.8080139	4	4
3487.625	161.6519928	5.028	2.782999992	23.66500092	3.65199995	402.2950134	4	4
3487.75	159.5269928	4.417	2.782999992	30.93199921	3.796999931	642.8629761	5	5
3487.875	157.477005	3.903	2.779000044	36.0909996	3.95600009	948.2069702	2	2
3488	156.371994	3.571	2.775000095	36.38299942	4.038000107	1143.233032	2	2
3488.125	156.5919952	3.484	2.773999929	31.40999985	3.99000001	1097.248047	2	2
3488.25	158.022995	3.656	2.776000023	26.6420002	3.835999966	886.65802	2	2
3488.375	160.9109955	4.121	2.778000116	28.68000031	3.651000023	617.7600098	5	5
3488.5	165.3869934	4.942	2.780999899	42.23600006	3.515000105	399.8829956	5	5
3488.625	171.0690002	6.109	2.782000065	62.84299851	3.463000059	258.0759888	5	5
3488.75	177.2109985	7.445	2.778000116	82.68199921	3.480000019	175.9199982	5	5
3488.875	182.973999	8.58	2.772000074	97.62999725	3.532000065	134.3410034	5	5
3489	187.6170044	9.28	2.767999888	108.1869965	3.614000082	115.6569977	5	5
3489.125	190.6390076	9.506	2.763999939	114.6070023	3.736000061	112.612999	2	2
3489.25	191.3600006	9.166	2.759000063	115.5309982	3.904999971	124.6050034	2	2
3489.375	189.177002	8.314	2.753999949	110.4560013	4.110000134	152.8200073	2	2
3489.5	184.1320038	7.133	2.75	97.68800354	4.323999882	200.5169983	2	2
3489.625	177.5449982	5.739	2.743999958	77.36399841	4.506000042	274.7569885	2	2
3489.75	171.8040009	4.351	2.737999916	58.14599991	4.622000217	376.29599	2	2
3489.875	168.4799957	3.295	2.73300004	49.86600113	4.668000221	479.4590149	2	2
3490	167.2940064	2.72	2.729000092	48.85599899	4.665999889	574.3109741	2	2
3490.125	167.1750031	2.582	2.726000071	48.68899918	4.625999928	656.1209717	2	2
3490.25	166.6959992	2.724	2.726999998	46.64199829	4.53000021	647.1329956	2	2
3490.375	165.7839966	2.983	2.732000113	42.40299988	4.361999989	588.4359741	2	2
3490.5	164.7319946	3.212	2.742000103	35.66400147	4.146999836	524.7540283	2	2
3490.625	163.5299988	3.243	2.755000114	27.72900009	3.980000019	482.7789917	2	2
3490.75	162.4219971	2.968	2.76699996	22.02099991	3.950000048	470.7630005	1	1
3490.875	161.4170075	2.511	2.773000002	19.90200043	4.059999943	481.6619873	1	1
3491	160.6690064	2.22	2.77699995	19.69899941	4.195000172	495.4370117	1	1
3491.125	160.4060059	2.306	2.779999971	21.52700043	4.22300005	491.8529968	1	1
3491.25	160.7810059	2.806	2.786999941	24.77199936	4.076000214	468.2640076	1	1
3491.375	161.5200043	3.64	2.796999931	29.01099968	3.819000006	432.9219971	5	5
3491.5	162.3209992	4.615	2.809000015	34.43399811	3.571000099	386.2130127	5	5
3491.625	163.1609955	5.446	2.819000006	41.47600174	3.411999941	360.9649963	5	5
3491.75	164.0859985	6.054	2.822999954	49.49399948	3.339999914	363.8229981	5	5
3491.875	164.8110046	6.491	2.822000027	56.43099976	3.321000099	410.4700012	5	5
3492	165.1809998	6.659	2.815999985	57.34500122	3.332999945	502.0549927	5	5
3492.125	165.0200043	6.443	2.803999901	50.6570015	3.371999979	623.5949707	5	5
3492.25	164.449997	5.865	2.789000034	40.24499893	3.448999882	771.3759766	5	5
3492.375	164.8650055	5.203	2.776000023	31.0340004	3.562999964	687.1630249	5	5
3492.5	167.3399963	4.779	2.767999888	27.51600075	3.664000034	533.0369873	5	5
3492.625	170.9440002	4.751	2.765000105	32.38299942	3.719000101	437.1499939	2	2
3492.75	173.3209992	5.006	2.76699996	41.72900009	3.75699997	395.3710022	2	2
3492.875	173.0700073	5.249	2.773000002	50.30899811	3.802000046	402.0339966	5	5
3493	169.8650055	5.355	2.785000086	53.73300171	3.812000036	477.8680115	5	5
3493.125	165.7089996	5.372	2.799000025	50.41699982	3.743999958	614.9050293	5	5
3493.25	162.7910004	5.263	2.812999964	43.15399933	3.618999958	670.7890015	5	5
3493.375	162.0180054	5.07	2.822000027	34.87099838	3.493999958	614.4890137	5	5
3493.5	163.0299988	5.031	2.825000048	28.93099976	3.417999983	504.4930115	5	5
3493.625	165.576004	5.347	2.822000027	27.70700073	3.407999992	373.8049927	5	5
3493.75	169.8710022	6.014	2.815000057	34.22700119	3.46600008	261.8099976	5	5
3493.875	175.4349976	6.875	2.803999901	51.29899979	3.578999996	183.9810028	5	5
3494	181.9120026	7.749	2.786000013	75.88999939	3.719000101	139.6119995	5	5
3494.125	187.6779938	8.409	2.766000032	94.38400269	3.819000006	129.9120026	2	2
3494.25	189.4989929	8.633	2.75	97.20999908	3.816999912	144.9450073	2	2
3494.375	186.3690033	8.205	2.746999979	88.63600159	3.70600009	178.0839996	2	2
3494.5	179.2859955	7.263	2.759000063	72.91899872	3.558000088	234.3710022	5	5
3494.625	171.6719971	6.369	2.779999971	52.28499985	3.467000008	304.3259888	5	5
3494.75	168.3079987	5.902	2.799000025	38.00099945	3.473999977	336.2200012	5	5
3494.875	168.8190002	5.927	2.805999994	39.02399826	3.536000013	331.678009	5	5
3495	170.1860046	6.37	2.801000118	49.66400147	3.585999966	319.2650147	5	5
3495.125	170.1519928	6.877	2.79399991	57.8409996	3.585000038	317.2569885	5	5
3495.25	167.4459992	7.065	2.789999962	58.86399841	3.539999962	339.1960144	5	5
3495.375	163.1239929	6.946	2.79399991	54.18299866	3.47300005	380.381012	5	5
3495.5	159.2290039	6.714	2.799999952	47.46300125	3.395999908	420.1619873	5	5
3495.625	156.2649994	6.511	2.802000046	41.67300034	3.319000006	434.3160095	5	5
3495.75	154.7100067	6.552	2.792999983	35.59899902	3.250999928	393.1350098	5	5
3495.875	155.5110016	7.205	2.763999939	30.17399979	3.203999996	291.519989	5	5
